Test_0,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12,Test_13,Test_14,Test_15,RMA
275.88,C,Low,OP-17,True,645.28,False,False,2018.0,40.3,may,244,1,-1,0,,False
399.3,F,High,OP-1,True,68.86,False,False,2018.0,77.5,aug,113,3,-1,0,,False
326.7,G,Low,OP-17,True,53.0,False,True,2018.0,89.9,jul,100,3,-1,0,,False
246.84,C,Mid,OP-17,True,53.26,True,True,2018.0,58.9,nov,582,1,-1,0,,False
232.32,C,Mid,OP-17,True,248.26,False,True,,24.8,may,64,1,-1,0,,False
261.36,F,Low,OP-17,True,96.42,False,True,2018.0,86.8,jan,57,1,-1,0,,False
261.36,C,High,OP-17,True,327.82,True,True,2018.0,15.5,feb,383,2,-1,0,,False
392.04,D,Low,OP-4,True,256.06,False,True,,27.9,may,103,2,-1,0,,False
326.7,E,Low,OP-1,True,858.48,False,True,2018.0,21.7,aug,159,2,-1,0,,False
304.92,H,Low,OP-1,True,108.64,False,True,,86.8,may,21,24,-1,0,,False
428.34,L,Low,OP-1,True,53.0,True,True,,15.5,jun,812,1,-1,0,,True
261.36,H,Low,OP-1,True,1165.8,True,True,,58.9,jun,227,6,-1,0,,False
406.56,A,High,OP-4,True,513.2,True,True,2018.0,15.5,feb,916,3,-1,0,,False
261.36,C,Low,OP-17,True,437.02,True,True,2018.0,21.7,aug,71,2,-1,0,,False
246.84,F,Mid,OP-1,True,53.0,True,True,2018.0,65.1,aug,163,2,-1,0,,False
254.1,H,Low,OP-1,True,53.0,True,True,,21.7,may,326,1,-1,0,,False
268.62,D,Low,OP-1,True,35.58,True,True,2018.0,6.2,feb,157,1,-1,0,,False
261.36,F,Mid,OP-1,False,56.12,True,True,2018.0,37.2,aug,587,2,-1,0,,True
196.02,H,Low,OP-1,True,321.58,False,True,,27.9,may,1713,1,-1,0,,False
290.4,C,Mid,OP-1,True,2751.28,False,True,2018.0,52.7,nov,523,3,-1,0,,False
239.58,H,Mid,OP-1,True,285.44,True,True,2018.0,15.5,feb,509,2,-1,0,,False
341.22,C,Low,OP-17,True,40.0,True,False,2018.0,21.7,jul,175,1,-1,0,,False
181.5,A,Mid,OP-17,True,142.18,True,True,2018.0,3.1,jun,377,1,-1,0,,True
304.92,D,Low,OP-1,True,-186.46,False,True,,80.6,may,115,2,-1,0,,False
254.1,D,Low,OP-1,True,209.78,False,True,2018.0,52.7,apr,474,2,-1,0,,False
377.52,C,Low,OP-17,True,50.14,False,True,2018.0,34.1,may,94,4,-1,0,,False
326.7,D,Low,OP-1,True,256.84000000000003,False,False,,9.3,jun,34,1,-1,0,,False
196.02,D,Low,OP-1,True,265.68,False,True,,9.3,jun,188,5,-1,0,,False
355.74,F,Low,OP-1,False,-383.8,False,False,,83.7,jun,92,4,-1,0,,False
312.18,C,Mid,OP-17,True,392.04,True,True,2018.0,18.6,aug,501,2,-1,0,,True
283.14,B,Low,OP-4,True,469.26,False,True,,71.3,may,201,2,-1,0,,False
166.98,D,Mid,OP-4,True,2296.02,False,True,,9.3,jun,281,1,-1,0,,False
399.3,G,Low,OP-4,True,130.48000000000002,False,True,,24.8,may,144,3,-1,0,,False
239.58,C,Mid,OP-17,True,140.10000000000002,True,True,2018.0,89.9,aug,130,4,-1,0,,False
275.88,G,Low,OP-17,True,97.2,False,True,2018.0,55.8,may,442,1,-1,0,,True
290.4,H,Mid,OP-1,True,671.28,False,True,,6.2,jun,65,1,-1,0,,False
341.22,H,Low,OP-1,True,133.60000000000002,False,False,2019.0,43.4,aug,128,6,-1,0,,False
239.58,F,Low,OP-17,True,-203.88,False,False,2018.0,46.5,jul,83,3,-1,0,,False
413.82,K,Mid,OP-1,True,119.04,True,True,2018.0,24.8,oct,676,1,-1,0,,False
392.04,B,Low,OP-4,True,55.08,False,True,2018.0,43.4,may,143,1,-1,0,,False
283.14,E,Mid,OP-17,True,1085.72,True,True,2018.0,93.0,jul,122,3,-1,0,,False
442.86,C,Low,OP-17,True,1617.16,True,True,2018.0,6.2,feb,670,3,-1,0,,True
196.02,C,Mid,OP-17,True,168.96,True,True,2018.0,71.3,jun,205,3,-1,0,,False
319.44,F,Low,OP-1,True,774.76,False,True,2018.0,83.7,jan,701,1,-1,0,,True
319.44,F,Mid,OP-1,True,489.54,True,True,2019.0,62.0,oct,718,1,-1,0,,True
377.52,D,High,OP-4,True,27.78,False,False,,27.9,may,167,4,-1,0,,False
355.74,H,Low,OP-1,True,3492.54,True,False,2019.0,24.8,jul,77,2,-1,0,,False
217.8,K,Mid,OP-1,True,553.24,True,True,2018.0,18.6,feb,170,1,-1,0,,False
188.76,H,Mid,OP-1,True,136.46,False,True,2018.0,68.2,jul,242,7,-1,0,,False
246.84,F,Low,OP-1,True,196.0,True,False,2018.0,27.9,jul,601,1,-1,0,,False
210.54,B,High,OP-1,True,76.92,False,True,2018.0,21.7,may,240,1,-1,0,,False
239.58,D,Low,OP-4,True,137.24,False,True,2018.0,40.3,may,217,2,-1,0,,False
246.84,G,Low,OP-17,True,176.5,False,False,2018.0,27.9,jul,1156,1,-1,0,,False
203.28,D,Low,OP-1,True,318.2,False,True,,86.8,may,251,1,-1,0,,False
406.56,H,High,OP-1,False,-60.10000000000001,False,False,,27.9,may,185,2,-1,0,,False
304.92,E,Low,OP-1,True,78.22,True,True,2018.0,31.0,jul,108,2,-1,0,,False
239.58,D,Low,OP-17,True,433.9,True,True,2018.0,58.9,aug,98,4,-1,0,,False
333.96,E,Low,OP-17,True,88.62,False,False,,15.5,may,246,1,-1,0,,False
348.48,H,Low,OP-1,True,82.12,True,True,2018.0,55.8,aug,139,5,-1,0,,False
181.5,H,Mid,OP-1,True,1246.4,False,True,,86.8,may,199,2,-1,0,,False
239.58,F,High,OP-1,False,55.6,False,False,2018.0,55.8,nov,167,5,-1,0,,False
333.96,G,Low,OP-1,True,249.82,True,True,,49.6,jun,382,3,-1,0,,False
363.0,B,Low,OP-1,True,302.86,True,False,2018.0,43.4,aug,757,4,-1,0,,False
181.5,J,Low,OP-17,True,55.6,False,True,2018.0,65.1,jul,857,4,-1,0,,True
203.28,D,Low,OP-1,True,111.5,False,False,,21.7,may,866,2,-1,0,,False
246.84,E,Mid,OP-17,True,1473.12,True,True,2018.0,93.0,apr,430,1,-1,0,,True
319.44,C,High,OP-17,True,-131.6,False,True,2018.0,31.0,jul,183,1,-1,0,,False
333.96,H,Low,OP-1,True,21.54,False,False,2018.0,24.8,jul,214,4,-1,0,,False
348.48,C,Low,OP-17,True,356.42,False,False,2018.0,3.1,jun,264,1,-1,0,,True
261.36,C,Mid,OP-17,True,782.5600000000001,False,True,,93.0,may,358,4,-1,0,,False
283.14,F,Low,,True,271.14,True,True,,93.0,may,825,2,-1,0,,False
217.8,A,Low,OP-17,True,53.0,False,True,2018.0,55.8,nov,756,1,-1,0,,False
428.34,E,Low,OP-17,True,1041.0,True,False,2018.0,27.9,jul,70,1,-1,0,,False
225.06,A,Low,OP-17,True,2066.44,True,True,2018.0,80.6,aug,377,8,-1,0,,False
159.72,J,Mid,OP-17,True,354.86,True,False,2018.0,49.6,jun,119,1,-1,0,,False
348.48,A,Low,OP-4,True,1473.12,True,True,,18.6,jun,29,4,-1,0,,False
370.26,D,High,OP-1,True,73.28,False,True,,83.7,may,723,2,-1,0,,False
304.92,D,Low,OP-1,True,1519.14,False,True,2018.0,52.7,jul,430,2,-1,0,,False
421.08,H,Low,OP-1,True,53.52,False,False,2019.0,77.5,jul,282,9,-1,0,,False
239.58,C,Mid,OP-17,True,143.74,True,True,2018.0,68.2,aug,182,1,-1,0,,False
355.74,B,Low,OP-1,True,65.22,True,True,,15.5,may,234,2,-1,0,,False
275.88,F,Low,OP-17,True,893.84,True,True,2018.0,55.8,nov,578,2,-1,0,,True
297.66,H,Low,OP-17,True,452.36,True,True,2018.0,12.4,may,54,2,-1,0,,False
297.66,C,Low,OP-17,True,98.76,False,False,,15.5,may,42,1,-1,0,,False
326.7,H,Low,OP-1,True,1442.96,False,False,,65.1,oct,187,1,-1,0,,True
225.06,B,Low,OP-1,True,-6.800000000000004,False,False,2018.0,49.6,jul,715,1,-1,0,,False
210.54,E,Low,OP-17,True,53.26,True,True,2018.0,55.8,jul,167,3,-1,0,,False
225.06,H,Low,OP-1,True,53.0,False,True,,43.4,may,40,2,-1,0,,False
304.92,D,Low,OP-4,True,53.0,False,True,2018.0,52.7,jul,71,1,-1,0,,False
232.32,B,Low,OP-17,True,1329.0800000000002,True,False,2018.0,40.3,may,491,2,-1,0,,False
268.62,F,Mid,OP-1,False,150.5,True,True,,27.9,jun,223,2,-1,0,,False
261.36,F,Mid,OP-1,True,2431.74,False,True,2018.0,40.3,aug,141,3,-1,0,,False
217.8,B,Mid,OP-1,True,139.84,True,True,2018.0,89.9,jan,389,2,-1,0,,False
341.22,C,High,OP-17,True,169.22,True,False,,21.7,may,126,1,-1,0,,False
377.52,F,High,OP-1,True,106.04,True,True,2018.0,21.7,aug,134,2,-1,0,,False
275.88,D,Low,OP-1,True,575.08,False,True,2018.0,55.8,nov,354,1,-1,0,,False
261.36,D,High,OP-4,True,83.42,False,True,,6.2,jun,123,4,-1,0,,False
217.8,C,Mid,OP-17,True,2092.7,False,True,,9.3,jun,59,1,-1,0,,False
217.8,D,Mid,OP-1,True,331.98,False,True,2018.0,15.5,may,1130,4,-1,0,,False
290.4,F,Low,OP-1,True,-49.96000000000001,False,True,,80.6,may,127,1,-1,0,,False
174.24,D,Low,OP-1,True,-13.040000000000006,False,False,,83.7,may,290,2,-1,0,,False
225.06,F,Mid,OP-1,True,62.1,True,False,2018.0,49.6,jul,229,1,-1,0,,False
232.32,D,Low,OP-1,True,187.42,False,True,,15.5,may,528,1,-1,0,,False
246.84,B,Low,OP-1,True,627.86,True,True,,24.8,may,149,1,-1,0,,False
326.7,D,Low,OP-1,True,82.9,True,True,2018.0,34.1,aug,209,4,-1,0,,False
188.76,C,Mid,OP-17,True,50.92,True,True,2018.0,40.3,aug,402,2,-1,0,,False
268.62,D,Low,OP-1,True,326.78000000000003,True,True,,49.6,jun,405,3,-1,0,,False
239.58,F,Low,OP-1,True,532.44,False,True,,89.9,may,241,3,-1,0,,False
232.32,C,Mid,OP-17,True,60.28,True,True,2018.0,24.8,aug,111,2,-1,0,,False
246.84,E,Mid,OP-17,True,280.76,False,True,2018.0,52.7,nov,145,2,-1,0,,False
428.34,D,Low,OP-1,True,230.06,False,True,2019.0,43.4,apr,427,2,-1,0,,False
217.8,C,Mid,OP-17,True,1741.7,True,True,2018.0,93.0,mar,78,3,-1,0,,False
210.54,F,Mid,OP-17,True,657.5,True,True,2018.0,6.2,feb,125,1,-1,0,,True
283.14,C,Low,OP-17,True,771.38,False,True,,6.2,jun,526,2,-1,0,,True
348.48,C,Low,OP-17,True,1948.14,False,True,2018.0,6.2,feb,316,3,-1,0,,False
399.3,B,Low,OP-1,True,197.82,True,True,,58.9,jun,58,1,-1,0,,False
421.08,G,Low,OP-1,True,53.52,True,True,,49.6,jun,684,1,-1,0,,False
377.52,A,Low,OP-4,True,58.2,False,True,2019.0,86.8,jan,172,1,-1,0,,False
268.62,H,Low,OP-17,True,261.26,True,True,2018.0,34.1,aug,331,7,-1,0,,False
203.28,A,Low,OP-1,True,223.3,False,True,,12.4,jun,606,2,-1,0,,False
196.02,J,Mid,OP-1,True,460.16,True,True,2018.0,93.0,jan,164,5,-1,0,,False
232.32,D,Low,OP-1,True,56.64,False,True,,6.2,jun,171,1,-1,0,,False
406.56,C,High,OP-17,True,167.92000000000002,True,True,,86.8,may,77,3,-1,0,,False
363.0,C,Low,OP-17,True,53.0,True,True,2018.0,27.9,jul,243,5,-1,0,,False
421.08,F,Low,OP-1,True,83.16,True,True,,49.6,jun,580,3,-1,0,,False
319.44,F,Mid,OP-1,True,116.44,False,True,2018.0,37.2,aug,1735,4,-1,0,,True
246.84,C,Low,OP-17,True,1137.2,False,True,,65.1,may,935,1,-1,0,,False
384.78,F,Low,OP-17,True,165.06,False,True,,34.1,jun,74,1,-1,0,,False
225.06,H,Low,OP-1,True,53.78,False,True,2018.0,86.8,jul,37,12,-1,0,,False
203.28,D,Mid,OP-4,True,364.74,False,True,2018.0,93.0,jul,1011,20,-1,0,,False
290.4,D,Low,OP-1,True,430.26,True,True,2018.0,3.1,jun,314,1,-1,0,,True
290.4,K,Low,OP-4,True,529.3199999999999,True,True,2018.0,18.6,feb,213,4,-1,0,,False
355.74,F,Low,OP-17,True,532.1800000000001,False,True,2018.0,77.5,may,269,1,-1,0,,False
290.4,F,Low,OP-1,True,77.18,False,True,,40.3,may,134,2,-1,0,,False
399.3,L,Low,OP-4,True,1203.24,True,True,2018.0,15.5,aug,67,4,-1,0,,False
217.8,D,Mid,OP-1,True,1847.0,True,True,2018.0,65.1,nov,816,1,-1,0,,False
421.08,D,Low,OP-4,True,256.06,False,True,2018.0,46.5,may,74,2,-1,0,,False
261.36,C,Low,OP-17,True,119.04,True,True,,18.6,jun,161,3,-1,0,,False
254.1,H,Mid,OP-1,True,53.0,False,True,2018.0,40.3,may,1073,1,-1,0,,True
355.74,D,Mid,OP-4,True,323.40000000000003,True,True,2018.0,24.8,jul,474,2,-1,0,,False
304.92,B,Low,OP-1,True,-10.96,False,True,,21.7,may,149,1,-1,0,,False
370.26,K,High,OP-17,True,149.2,False,True,2018.0,58.9,aug,109,3,-1,0,,False
246.84,F,Mid,OP-1,True,298.18,True,True,2018.0,89.9,aug,96,4,-1,0,,False
341.22,E,Low,OP-17,True,1234.18,False,True,,43.4,may,162,1,-1,0,,False
261.36,F,Mid,OP-17,True,104.22,True,True,2018.0,93.0,apr,260,1,-1,0,,True
188.76,C,Mid,OP-17,True,144.0,True,True,2018.0,24.8,jul,367,1,-1,0,,False
392.04,C,Low,OP-17,True,152.84,False,True,2018.0,37.2,may,30,7,-1,0,,False
319.44,A,Mid,OP-1,True,1078.7,True,True,2018.0,86.8,jan,255,1,-1,0,,False
341.22,D,Low,OP-4,True,136.2,True,True,2019.0,93.0,jul,203,2,-1,0,,False
290.4,C,Low,OP-17,True,2367.52,False,True,2018.0,43.4,aug,464,5,-1,0,,False
254.1,H,High,OP-17,True,457.3,False,True,,27.9,may,26,2,-1,0,,False
312.18,C,Low,OP-17,True,232.4,False,True,2018.0,18.6,aug,171,3,-1,0,,False
399.3,C,Low,OP-4,True,112.54,True,False,,27.9,jun,175,3,-1,0,,False
246.84,C,Low,OP-1,True,56.9,True,True,2018.0,77.5,aug,184,7,-1,0,,False
232.32,C,Mid,OP-17,True,82.12,False,True,2018.0,15.5,may,118,1,-1,0,,False
225.06,D,Mid,OP-17,True,173.12,False,False,,58.9,may,147,1,-1,0,,False
174.24,J,Mid,,True,910.48,False,True,,86.8,may,227,1,-1,0,,False
363.0,E,High,OP-17,True,56.38,False,True,2018.0,62.0,apr,76,1,-1,0,,True
413.82,H,Low,OP-1,True,1074.02,True,True,2018.0,40.3,oct,61,1,-1,0,,False
363.0,C,Low,OP-17,True,5109.22,False,False,2018.0,65.1,nov,166,1,-1,0,,False
319.44,F,Low,OP-17,True,350.96000000000004,True,True,2018.0,12.4,jul,178,2,-1,0,,False
232.32,D,Low,OP-1,True,668.16,False,True,,62.0,may,127,2,-1,0,,False
580.8,L,Low,OP-4,True,455.48,True,True,2018.0,18.6,aug,331,2,-1,0,,False
377.52,F,Low,OP-1,True,102.92,False,True,2018.0,71.3,jul,61,2,-1,0,,False
370.26,K,Low,,True,98.24,True,True,2019.0,89.9,jul,308,3,-1,0,,False
203.28,D,Low,OP-1,True,777.88,False,True,,18.6,jun,369,2,-1,0,,True
166.98,J,Mid,OP-1,True,318.46000000000004,True,True,2019.0,58.9,jun,79,9,-1,0,,False
341.22,C,High,OP-17,True,351.74,True,False,2018.0,46.5,jul,82,2,-1,0,,False
246.84,B,Low,OP-1,True,53.0,True,False,,6.2,jul,193,4,-1,0,,False
326.7,C,High,OP-17,True,302.34000000000003,True,True,,55.8,jun,74,1,-1,0,,False
275.88,B,Low,OP-1,True,165.84,False,True,,62.0,may,411,1,-1,0,,False
290.4,B,Low,OP-1,True,530.36,False,True,2018.0,37.2,may,750,2,-1,0,,True
268.62,F,Low,,True,65.22,True,True,,58.9,jun,374,3,-1,0,,False
203.28,C,Low,OP-17,True,1013.44,True,False,2018.0,24.8,jul,70,2,-1,0,,False
421.08,L,Low,OP-4,True,1376.92,True,True,,34.1,jun,199,6,-1,0,,False
217.8,C,Mid,OP-17,True,-3.68,False,True,2018.0,83.7,aug,13,15,-1,0,,False
341.22,F,Low,OP-1,True,50.66,True,True,2018.0,43.4,aug,457,2,-1,0,,False
188.76,D,Low,OP-1,True,86.28,True,True,,12.4,jul,355,1,-1,0,,False
399.3,G,High,OP-17,True,53.0,True,True,,18.6,jun,108,2,-1,0,,False
406.56,H,Low,OP-1,True,64.7,True,True,,15.5,may,1467,1,-1,0,,True
297.66,C,Low,OP-17,True,1759.38,True,True,2018.0,83.7,aug,136,8,-1,0,,False
239.58,C,Mid,OP-17,True,35.58,False,True,,15.5,may,364,1,-1,0,,False
304.92,H,Mid,OP-1,True,116.18,False,True,,43.4,may,46,5,-1,0,,False
268.62,D,Low,OP-4,True,236.04,True,True,,55.8,jun,165,7,-1,0,,False
268.62,B,Mid,OP-1,True,211.08,True,True,2018.0,43.4,may,380,3,-1,0,,False
500.94,L,Low,OP-1,True,246.7,True,True,2019.0,27.9,sep,595,1,-1,0,,False
319.44,F,High,OP-1,True,263.34000000000003,False,True,,46.5,may,118,4,-1,0,,False
479.16,C,Low,OP-17,True,325.48,False,True,2018.0,71.3,jun,971,2,-1,0,,False
486.42,L,Low,OP-17,True,235.26,True,True,2018.0,18.6,aug,254,2,-1,0,,True
304.92,K,Low,OP-4,True,74.58,True,False,2018.0,21.7,aug,184,1,-1,0,,False
188.76,H,Low,OP-1,True,53.0,True,True,,83.7,may,755,1,-1,0,,False
297.66,D,Low,OP-4,True,-81.16,True,False,2019.0,24.8,jul,554,3,-1,0,,False
225.06,H,High,OP-1,True,367.6,True,True,2018.0,49.6,jul,350,1,-1,0,,False
312.18,F,Low,OP-1,True,907.1,False,True,,40.3,may,1721,2,-1,0,,True
283.14,C,Mid,OP-17,True,1040.22,True,True,2018.0,6.2,jun,96,2,-1,0,,False
377.52,C,Low,OP-1,True,-99.88,False,True,2018.0,68.2,jul,81,4,-1,0,,False
188.76,B,Mid,OP-1,True,495.0,False,True,2018.0,21.7,may,13,5,-1,0,,False
232.32,F,Mid,OP-17,True,146.60000000000002,True,True,2018.0,58.9,nov,164,2,-1,0,,False
232.32,F,Low,OP-1,True,122.16,False,True,2018.0,58.9,aug,168,2,-1,0,,False
239.58,F,Mid,OP-17,True,135.16,True,True,2018.0,65.1,aug,126,3,-1,0,,False
232.32,C,Low,OP-17,True,266.20000000000005,False,True,2018.0,52.7,jul,738,3,-1,0,,False
232.32,D,Low,OP-1,True,36.620000000000005,False,True,,93.0,may,198,1,-1,0,,False
421.08,F,Low,OP-4,True,1096.9,True,True,,62.0,jun,106,3,-1,0,,False
326.7,G,High,OP-17,True,383.98,False,False,,34.1,jun,197,3,-1,0,,False
283.14,D,Mid,OP-4,True,54.56,False,True,2018.0,58.9,nov,286,2,-1,0,,False
225.06,A,Low,OP-17,True,206.66,True,True,2018.0,65.1,nov,161,2,-1,0,,False
363.0,F,Low,OP-1,True,271.66,False,True,,89.9,may,54,2,-1,0,,False
355.74,B,Low,OP-1,True,157.0,True,True,2018.0,65.1,aug,151,3,-1,0,,False
181.5,B,Mid,OP-1,True,157.52,True,False,2018.0,21.7,jul,264,1,-1,0,,False
232.32,E,Low,OP-17,True,989.26,True,True,2018.0,68.2,aug,171,15,-1,0,,False
159.72,J,Mid,OP-17,True,232.66,True,True,2018.0,58.9,aug,338,1,-1,0,,True
196.02,,Mid,OP-17,True,1722.46,True,True,2019.0,86.8,jan,147,4,-1,0,,False
428.34,B,Low,OP-1,True,106.04,True,True,2018.0,71.3,jul,286,2,-1,0,,False
210.54,E,Mid,OP-1,True,1007.72,False,False,,86.8,may,1210,1,-1,0,,False
304.92,F,High,OP-1,True,53.0,False,True,,93.0,may,115,6,-1,0,,False
384.78,C,Low,OP-1,True,70.16,True,False,2019.0,24.8,jul,141,1,-1,0,,False
399.3,D,Low,OP-1,True,152.57999999999998,True,True,,15.5,may,287,1,-1,0,,False
239.58,C,Mid,OP-1,True,2134.04,True,True,2018.0,58.9,nov,414,3,-1,0,,False
225.06,H,Mid,OP-1,True,90.44,False,True,,12.4,jul,43,11,-1,0,,False
297.66,F,Low,OP-17,True,246.44,False,True,,43.4,may,125,1,-1,0,,False
268.62,C,Low,OP-17,True,53.0,False,True,,9.3,jun,247,13,-1,0,,False
304.92,C,Low,OP-1,True,3.86,False,True,,37.2,may,247,2,-1,0,,False
399.3,L,Low,OP-4,True,2365.44,True,True,,34.1,jun,262,1,-1,0,,False
341.22,B,Mid,,True,516.84,True,True,2018.0,58.9,oct,385,2,-1,0,,True
203.28,H,Mid,OP-1,True,76.14,False,False,2018.0,18.6,feb,172,2,-1,0,,False
348.48,,Low,,True,127.36,True,True,2018.0,93.0,jul,166,2,-1,0,,False
348.48,F,Low,OP-1,True,2823.3,True,True,2019.0,96.1,jul,5,3,-1,0,,False
254.1,C,Low,OP-17,True,53.0,True,True,2018.0,34.1,jul,89,1,-1,0,,False
225.06,D,Mid,OP-1,True,-3.940000000000005,False,True,,93.0,may,66,2,-1,0,,False
246.84,C,Low,OP-17,True,99.8,True,True,2018.0,49.6,jun,298,3,-1,0,,False
297.66,F,Mid,OP-1,True,42.34,False,False,2018.0,9.3,apr,154,1,-1,0,,False
370.26,D,High,OP-4,True,45.72,True,False,,6.2,jul,220,2,-1,0,,False
326.7,C,Low,OP-17,True,-66.34,True,True,2018.0,65.1,aug,508,6,-1,0,,False
254.1,G,Mid,OP-17,True,90.7,False,True,2018.0,55.8,jul,799,2,-1,0,,True
261.36,C,Mid,OP-17,True,229.28,True,False,,12.4,jul,85,3,-1,0,,False
232.32,A,Low,OP-1,True,55.6,False,True,,18.6,may,501,4,-1,0,,False
196.02,K,Low,OP-4,True,53.0,False,True,2018.0,71.3,jul,435,3,-1,0,,False
246.84,B,Low,OP-1,True,36.88,False,True,,49.6,jun,109,3,-1,0,,False
246.84,C,Low,OP-17,True,-27.08,False,True,2018.0,93.0,apr,140,2,-1,0,,False
239.58,H,Low,OP-1,True,77.7,False,True,2018.0,93.0,apr,335,1,-1,0,,True
399.3,B,High,OP-1,True,109.68,False,True,,89.9,may,200,2,-1,0,,False
254.1,F,Low,OP-1,True,89.66,False,True,2018.0,58.9,aug,299,2,-1,0,,False
225.06,D,Low,OP-4,True,214.2,True,True,2018.0,93.0,mar,95,1,-1,0,,False
333.96,H,Mid,OP-1,True,518.4000000000001,False,True,,15.5,jun,214,5,-1,0,,False
312.18,F,Low,OP-1,True,88.36,True,True,2018.0,77.5,aug,363,7,-1,0,,True
399.3,H,Low,OP-4,True,142.18,False,True,2018.0,43.4,jul,276,3,-1,0,,False
290.4,H,Mid,OP-1,True,121.38,False,True,,18.6,may,231,1,-1,0,,False
406.56,B,High,OP-1,True,314.82,True,True,2018.0,89.9,jul,88,6,-1,0,,False
254.1,C,Mid,OP-17,True,238.64,False,True,2018.0,80.6,aug,135,22,-1,0,,False
609.84,L,High,OP-4,True,219.14,True,True,2019.0,55.8,may,353,3,-1,0,,True
261.36,C,Low,OP-17,True,58.98,True,True,2018.0,80.6,aug,133,11,-1,0,,False
399.3,C,High,OP-17,True,-106.12,True,True,2018.0,80.6,aug,131,2,-1,0,,False
239.58,B,Low,OP-1,True,53.0,False,True,2019.0,68.2,jul,44,8,-1,0,,False
522.72,L,Low,OP-1,True,1126.8,True,True,2018.0,37.2,nov,427,1,-1,0,,False
377.52,D,Low,OP-1,True,94.86,False,True,,40.3,may,274,2,-1,0,,False
326.7,B,High,OP-1,True,6.460000000000001,True,True,,9.3,jul,155,2,-1,0,,False
261.36,F,High,OP-1,True,179.62,True,False,2018.0,34.1,aug,268,3,-1,0,,False
246.84,D,Mid,OP-1,True,108.9,True,True,2018.0,9.3,mar,350,3,-1,0,,True
421.08,D,High,OP-4,True,2189.6800000000003,False,True,2018.0,96.1,jul,124,10,-1,0,,False
421.08,C,High,OP-17,True,451.58,True,True,,46.5,may,137,2,-1,0,,False
225.06,B,Mid,OP-1,True,75.1,True,True,2018.0,49.6,jul,151,1,-1,0,,False
304.92,D,Low,OP-4,True,53.0,False,False,2018.0,21.7,may,209,2,-1,0,,False
283.14,F,Mid,OP-17,True,324.18,True,True,2018.0,55.8,aug,195,10,-1,0,,False
370.26,F,Low,OP-1,True,183.0,False,True,2018.0,62.0,nov,26,6,-1,0,,False
217.8,J,Mid,OP-17,True,61.84,False,True,,18.6,may,289,1,-1,0,,False
479.16,L,Low,OP-4,True,106.56,True,True,2018.0,27.9,feb,479,1,-1,0,,True
246.84,D,Low,OP-1,True,390.48,False,True,,62.0,may,120,1,-1,0,,False
580.8,C,Low,OP-4,True,1738.5800000000002,True,True,2019.0,58.9,oct,123,1,-1,0,,False
275.88,C,Mid,OP-17,True,409.98,True,True,2018.0,68.2,oct,119,4,-1,0,,False
355.74,E,Low,OP-1,True,146.07999999999998,False,False,,40.3,may,176,3,-1,0,,False
225.06,D,Low,OP-1,True,53.0,False,True,,15.5,may,143,1,-1,0,,False
421.08,L,Low,OP-1,True,62.1,True,True,2018.0,89.9,jul,336,7,-1,0,,False
217.8,D,Mid,OP-1,False,54.04,False,True,,71.3,may,84,3,-1,0,,False
370.26,E,High,OP-4,True,2893.24,True,True,2018.0,18.6,may,106,2,-1,0,,False
203.28,D,Mid,OP-1,True,161.16,False,True,,40.3,may,452,2,-1,0,,False
297.66,D,Low,OP-1,True,196.52,False,True,2018.0,37.2,may,463,1,-1,0,,False
137.94,J,Mid,OP-1,True,131.51999999999998,True,True,2018.0,49.6,jul,205,1,-1,0,,True
275.88,D,High,OP-1,True,93.82,True,True,,27.9,jun,299,5,-1,0,,False
181.5,J,Mid,OP-1,True,139.06,True,True,2019.0,80.6,aug,170,4,-1,0,,True
232.32,B,Mid,OP-1,True,65.48,False,True,2018.0,62.0,apr,8,3,-1,0,,False
225.06,C,Mid,OP-17,True,441.44,True,True,2018.0,40.3,aug,275,12,-1,0,,False
246.84,D,Low,OP-1,True,118.0,False,True,,89.9,may,193,6,-1,0,,False
268.62,D,Low,OP-4,True,151.28,False,True,,27.9,may,514,1,-1,0,,False
421.08,K,Low,OP-4,True,161.94,True,False,,15.5,jun,295,3,-1,0,,False
406.56,H,Low,OP-1,True,610.96,True,False,,27.9,jun,594,1,-1,0,,False
435.6,F,Low,OP-4,True,69.9,False,True,,27.9,may,1028,2,-1,0,,True
261.36,D,Mid,OP-1,True,62.1,False,True,,9.3,jun,435,3,-1,0,,False
239.58,H,Mid,OP-1,True,-25.0,False,False,2018.0,77.5,jul,184,1,-1,0,,False
232.32,F,Low,OP-17,True,1077.14,True,True,2018.0,24.8,aug,209,2,-1,0,,False
421.08,L,Low,OP-1,True,55.86,True,True,2018.0,34.1,aug,270,1,-1,0,,False
370.26,C,Low,OP-17,True,-178.92000000000002,False,False,2018.0,43.4,aug,248,2,-1,0,,False
225.06,F,Mid,OP-1,True,337.44,False,True,,37.2,jun,93,8,-1,0,,False
246.84,H,Low,OP-1,True,66.0,False,True,,62.0,may,89,2,-1,0,,False
188.76,D,Mid,OP-1,True,206.92,False,False,,83.7,may,174,1,-1,0,,False
363.0,D,Low,OP-4,True,1554.76,True,True,2018.0,55.8,nov,49,3,-1,0,,False
268.62,F,Low,OP-1,True,329.38,False,True,2018.0,96.1,jul,413,2,-1,0,,False
